scenario_id,tool_name,file_name,precision,recall,f1_score,accuracy,total_lines_expected,total_lines_actual,lines_correctly_merged,lines_missing,lines_extra,syntactic_correctness,compilation_status,structural_integrity,lexical_similarity,semantic_similarity,edit_distance,quality_class,confidence_score,error_types,critical_errors,minor_errors,processing_time,file_size_bytes,checksum_expected,checksum_actual
scenario_1,FSTMerge,client.java,0.0,0.0,0.0,0.0,1,2,0,1,2,True,unknown,1.0,0.9333333333333333,0.875,1,MergeQuality.FAILED,0.7266435185185185,"['missing_content', 'extra_content']",1,2,0.067462,1013,4f740e47b863b115ab8ac975e4f2a6f3,d43fc6f0a64a052fac43bd57faf8fc7c
scenario_10,FSTMerge,person.java,0.0,0.0,0.0,0.0,1,2,0,1,2,True,unknown,1.0,0.9333333333333333,0.875,1,MergeQuality.FAILED,0.7266435185185185,"['missing_content', 'extra_content']",1,2,0.000812,1110,89b8be755863539d99f7fb906afe5fb6,8ecbb0233f03db7a62effbba54883bf4
scenario_11,FSTMerge,userService.java,0.0,0.0,0.0,0.0,1,5,0,1,2,True,unknown,1.0,0.5833333333333334,0.4117647058823529,10,MergeQuality.FAILED,0.9101227092144047,"['missing_content', 'extra_content']",1,2,0.001079,3705,18013a0ef7bb553932b5213e9023e37f,8e400624861bde0948d4f682581446ee
scenario_13,FSTMerge,contactInfo.java,1.0,1.0,1.0,1.0,2,2,2,0,0,True,unknown,1.0,1.0,1.0,0,MergeQuality.PERFECT,1.0,[],0,0,0.000892,497,4d3b786b25f0d66305f0c999064ca7c9,0c299618c96a7cc0c2da251662f54881
scenario_13,FSTMerge,individual.java,1.0,1.0,1.0,1.0,2,2,2,0,0,True,unknown,1.0,1.0,1.0,0,MergeQuality.PERFECT,1.0,[],0,0,0.001,438,c9a7b123889bcb9b38149a8d181a2884,0bcba1ea66af4eb1a1659153ab3ebe52
scenario_14,FSTMerge,personalInfo.java,1.0,1.0,1.0,1.0,2,2,2,0,0,True,unknown,1.0,1.0,1.0,0,MergeQuality.PERFECT,1.0,[],0,0,0.000873,456,4913d4bfadee7f18b42d4deb705dbc73,89754df8333f548dc02c9518c4800ab6
scenario_14,FSTMerge,contactDetails.java,1.0,1.0,1.0,1.0,2,2,2,0,0,True,unknown,1.0,1.0,1.0,0,MergeQuality.PERFECT,1.0,[],0,0,0.0009,507,e78e868eb44a69981cce3ff7bb923664,0efe8147af0bc9493ce0658bc1ff000d
scenario_15,FSTMerge,contactInfo.java,1.0,1.0,1.0,1.0,2,2,2,0,0,True,unknown,1.0,1.0,1.0,0,MergeQuality.PERFECT,1.0,[],0,0,0.000587,497,b4c20821353df1c27e4b52d3230f2cad,a78ee70c55b52fff45d44147c37da098
scenario_15,FSTMerge,individual.java,1.0,1.0,1.0,1.0,2,2,2,0,0,True,unknown,1.0,1.0,1.0,0,MergeQuality.PERFECT,1.0,[],0,0,0.000484,439,16d14c928d659fac74145135d27af953,6b0779384338ba407197e89cd2a30ff4
scenario_16,FSTMerge,person.java,0.0,0.0,0.0,0.0,1,2,0,1,2,True,unknown,1.0,0.9333333333333333,0.875,1,MergeQuality.FAILED,0.7266435185185185,"['missing_content', 'extra_content']",1,2,0.00107,925,aa93fa84cef4852b4e8ff8b833770aa6,791dde0d60a041a44ded97bd35407a02
