scenario_id,tool_name,file_name,precision,recall,f1_score,accuracy,total_lines_expected,total_lines_actual,lines_correctly_merged,lines_missing,lines_extra,syntactic_correctness,compilation_status,structural_integrity,lexical_similarity,semantic_similarity,edit_distance,quality_class,confidence_score,error_types,critical_errors,minor_errors,processing_time,file_size_bytes,checksum_expected,checksum_actual
scenario_16,FSTMerge,contactData.java,1.0,1.0,1.0,0.6666666666666666,2,3,2,0,0,True,unknown,1.0,0.8421052631578947,0.7272727272727273,3,MergeQuality.PERFECT,0.9812504292484147,[],0,0,0.000542,634,59ee16ce8f1f6250c49872deb4a457b8,f41d4a2f20a0b89f24298c4a231a4aea
scenario_17,FSTMerge,contactMethods.java,1.0,1.0,1.0,1.0,2,2,2,0,0,True,unknown,1.0,1.0,1.0,0,MergeQuality.PERFECT,1.0,[],0,0,0.000653,499,3153525e491c08c4b437b70271ee717b,6bce8b7acb13ced66f4e91b4f8b6cd43
scenario_18,FSTMerge,personBasicInfo.java,1.0,1.0,1.0,1.0,2,2,2,0,0,True,unknown,1.0,1.0,1.0,0,MergeQuality.PERFECT,1.0,[],0,0,0.035384,449,7d8b6ce708926dd5b46f531b233f4654,2cf15a70ffa0a15caa0f8f9210944c68
scenario_18,FSTMerge,personContactInfo.java,1.0,1.0,1.0,1.0,2,2,2,0,0,True,unknown,1.0,1.0,1.0,0,MergeQuality.PERFECT,1.0,[],0,0,0.000388,509,62da2a2fb1d5369fe289d2ccfcb77d63,8f94d5b3629bee8ab0bdac2fa63301f2
scenario_19,FSTMerge,coreInfo.java,1.0,1.0,1.0,1.0,2,2,2,0,0,True,unknown,1.0,1.0,1.0,0,MergeQuality.PERFECT,1.0,[],0,0,0.000746,232,5c1859b527c2ff8b192bc560568baba4,d1c18af114437df9da97802d8aae4d2d
scenario_19,FSTMerge,extendedInfo.java,1.0,1.0,1.0,1.0,2,2,2,0,0,True,unknown,1.0,1.0,1.0,0,MergeQuality.PERFECT,1.0,[],0,0,0.000548,495,cad29d9a382870364c02c8018440d817,6cc00eed7938b9e255c96648f1c0c58f
scenario_2,FSTMerge,person.java,0.0,0.0,0.0,0.0,1,2,0,1,2,True,unknown,1.0,0.9333333333333333,0.875,1,MergeQuality.FAILED,0.7266435185185185,"['missing_content', 'extra_content']",1,2,0.000754,1338,3f61b9e08e11c1c413150dab66a2d819,c5ffd72f3c310170895198e385d45180
scenario_20,FSTMerge,personContact.java,1.0,1.0,1.0,1.0,2,2,2,0,0,True,unknown,1.0,1.0,1.0,0,MergeQuality.PERFECT,1.0,[],0,0,0.036532,780,75c14216859e63769378c0998921f96e,b29f231dc8370b01250f650c79491ccd
scenario_20,FSTMerge,personId.java,1.0,1.0,1.0,1.0,2,2,2,0,0,True,unknown,1.0,1.0,1.0,0,MergeQuality.PERFECT,1.0,[],0,0,0.000652,438,13fcbed7b79cc41a910d438399781626,fb5a353d1448db9ac1c2df1eacbc6002
scenario_21,FSTMerge,identity.java,1.0,1.0,1.0,1.0,2,2,2,0,0,True,unknown,1.0,1.0,1.0,0,MergeQuality.PERFECT,1.0,[],0,0,0.000703,509,5022d3e8778b7443ff3cb1dd11acb971,c867b220668561159ab985f0e6052793
scenario_21,FSTMerge,contact.java,1.0,1.0,1.0,1.0,2,2,2,0,0,True,unknown,1.0,1.0,1.0,0,MergeQuality.PERFECT,1.0,[],0,0,0.000334,489,13de8f3a4f6076c18c1c66fa6f82c5bd,1497066ef1a84b6c9b2b902955815295
scenario_22,FSTMerge,extendedPerson.java,1.0,1.0,1.0,1.0,2,2,2,0,0,True,unknown,1.0,1.0,1.0,0,MergeQuality.PERFECT,1.0,[],0,0,0.00034,337,48e49cba3e7c15f38f3c50c85c3d59b8,95c5eef5a65a2cc971db61e40b40a1de
scenario_22,FSTMerge,basicPerson.java,1.0,1.0,1.0,1.0,2,2,2,0,0,True,unknown,1.0,1.0,1.0,0,MergeQuality.PERFECT,1.0,[],0,0,0.000663,441,193a3391ae0a315d135a68c9d6aafafd,425bae683b43814ccca12524f0ce647c
scenario_23,FSTMerge,notificationStrategy.java,0.0,0.0,0.0,0.0,1,2,0,1,2,False,unknown,0.7,0.9333333333333333,0.875,1,MergeQuality.FAILED,0.7266435185185185,"['syntax_errors', 'missing_content', 'extra_content']",2,2,0.000234,97,8225c7e5575077fa8357d76c39e63900,68a161da23acb13245f3f7a95af44b3e
scenario_23,FSTMerge,pushStrategy.java,0.0,0.0,0.0,0.0,1,2,0,1,2,True,unknown,1.0,0.9333333333333333,0.875,1,MergeQuality.FAILED,0.7266435185185185,"['missing_content', 'extra_content']",1,2,0.000327,320,640c5ae21117376b119b1ea6e53f1d2c,b632d37b682b28ba9ad94421d06f0efb
scenario_23,FSTMerge,notificationService.java,0.0,0.0,0.0,0.0,1,2,0,1,2,True,unknown,1.0,0.9333333333333333,0.875,1,MergeQuality.FAILED,0.7266435185185185,"['missing_content', 'extra_content']",1,2,0.000337,1323,bcede8e2a4205d7a98f926297a7ac333,ff234f8508a3dfc5f693c9f018581d0e
scenario_23,FSTMerge,emailStrategy.java,0.0,0.0,0.0,0.0,1,2,0,1,2,True,unknown,1.0,0.9333333333333333,0.875,1,MergeQuality.FAILED,0.7266435185185185,"['missing_content', 'extra_content']",1,2,0.00038,323,ed55166b71ba58e51bc4a7159175d94b,68b6a7620adf87ea1d739b723c5302a7
scenario_23,FSTMerge,smsStrategy.java,0.0,0.0,0.0,0.0,1,2,0,1,2,True,unknown,1.0,0.9333333333333333,0.875,1,MergeQuality.FAILED,0.7266435185185185,"['missing_content', 'extra_content']",1,2,0.000267,301,83fcbbfcd4bd7733c67b56b238986d14,dee9384865c11393819c31a8bd55b0b2
scenario_24,FSTMerge,location.java,1.0,1.0,1.0,1.0,2,2,2,0,0,True,unknown,1.0,1.0,1.0,0,MergeQuality.PERFECT,1.0,[],0,0,0.000424,284,2eb4966deb798c00584f6e4c3be98c14,4146087feb2a5330397290750e49b3f7
scenario_24,FSTMerge,client.java,1.0,1.0,1.0,1.0,2,2,2,0,0,True,unknown,1.0,1.0,1.0,0,MergeQuality.PERFECT,1.0,[],0,0,0.000358,434,b6c679ea086730b209a308689a53b2ba,e414a98472e07bf581819f0e46433f4d
scenario_25,FSTMerge,contact.java,1.0,1.0,1.0,1.0,2,2,2,0,0,True,unknown,1.0,1.0,1.0,0,MergeQuality.PERFECT,1.0,[],0,0,0.000365,717,e3547e2397f0e1f1bc711100d8499c35,9de87dc20c056b2efd3dbd871f7f623f
scenario_25,FSTMerge,user.java,1.0,1.0,1.0,1.0,2,2,2,0,0,True,unknown,1.0,1.0,1.0,0,MergeQuality.PERFECT,1.0,[],0,0,0.00036,673,c1d7c343b25485fde00ebfb432299e95,afd60fe6ca7a76aec6760e4f46a9bf7c
scenario_26,FSTMerge,order.java,1.0,1.0,1.0,1.0,2,2,2,0,0,True,unknown,1.0,1.0,1.0,0,MergeQuality.PERFECT,1.0,[],0,0,0.000618,639,0250cc03c7c6f96836ee6db8ce5d452a,a539fbc1a364846c99c365466b382964
scenario_26,FSTMerge,custumer.java,1.0,1.0,1.0,1.0,2,2,2,0,0,True,unknown,1.0,1.0,1.0,0,MergeQuality.PERFECT,1.0,[],0,0,0.000375,673,4b3bca9f24fd118e9edbf040ea1ac8a1,3503ef45230b71a8c945fb40e1a425e5
scenario_27,FSTMerge,division.java,1.0,1.0,1.0,1.0,2,2,2,0,0,True,unknown,1.0,1.0,1.0,0,MergeQuality.PERFECT,1.0,[],0,0,0.000622,482,09a85778163a5683428418db975652b1,4f1a9b9e07dbed0eaa247b977513a323
scenario_27,FSTMerge,worker.java,1.0,1.0,1.0,1.0,2,2,2,0,0,True,unknown,1.0,1.0,1.0,0,MergeQuality.PERFECT,1.0,[],0,0,0.000899,699,30099eb0acdedeb0c29c25ca195208bc,8d1b5f38d4e6a0e1cbc2ed44b5e092a7
scenario_28,FSTMerge,address.java,1.0,1.0,1.0,1.0,2,2,2,0,0,True,unknown,1.0,1.0,1.0,0,MergeQuality.PERFECT,1.0,[],0,0,0.000777,561,f536c48510c93dd8e0b8c0827afd1e44,2ef122f7a1665ef6d7128670b60325dc
scenario_29,FSTMerge,position.java,1.0,1.0,1.0,1.0,2,2,2,0,0,True,unknown,1.0,1.0,1.0,0,MergeQuality.PERFECT,1.0,[],0,0,0.000795,475,b37f71ac868052a94f49c014b7663694,5e0971fc13d454ff35feb5edd0ddc365
scenario_29,FSTMerge,organization.java,1.0,1.0,1.0,1.0,2,2,2,0,0,True,unknown,1.0,1.0,1.0,0,MergeQuality.PERFECT,1.0,[],0,0,0.001085,555,5dd2ba2d1ff7eb437da638aec38433b6,fd8c52b1f366b6b03776a52d882a9a76
scenario_29,FSTMerge,employee.java,1.0,1.0,1.0,1.0,2,2,2,0,0,True,unknown,1.0,1.0,1.0,0,MergeQuality.PERFECT,1.0,[],0,0,0.000734,503,3314c32c0306f6bae583ca7d835983ba,29843981b5cb1b25d38242e8cca3c297
scenario_3,FSTMerge,person.java,0.0,0.0,0.0,0.0,1,2,0,1,2,True,unknown,1.0,0.9333333333333333,0.875,1,MergeQuality.FAILED,0.7266435185185185,"['missing_content', 'extra_content']",1,2,0.00124,1564,2d9d1c23ab7076062b1112782d99c7f1,8daed5b033ae18dd2cca2c4e54d063c5
scenario_30,FSTMerge,contact.java,1.0,1.0,1.0,1.0,2,2,2,0,0,True,unknown,1.0,1.0,1.0,0,MergeQuality.PERFECT,1.0,[],0,0,0.000477,585,4ea59edf63dfb4720ea6c539714b5686,a579ccfe5742edb17c4df50bfdb9d865
scenario_30,FSTMerge,person.java,1.0,1.0,1.0,1.0,2,2,2,0,0,True,unknown,1.0,1.0,1.0,0,MergeQuality.PERFECT,1.0,[],0,0,0.000757,467,3f46849a94a820e9612abf8a2f14f3e5,e3089339f2c9d8abe86f07faa275b936
scenario_31,FSTMerge,item.java,1.0,1.0,1.0,1.0,2,2,2,0,0,True,unknown,1.0,1.0,1.0,0,MergeQuality.PERFECT,1.0,[],0,0,0.000511,640,50ec7db6c2a832b5a9b83754cae7e0ea,6ca9258d7b0c46aee8d0ee787a6e070d
scenario_31,FSTMerge,client.java,1.0,1.0,1.0,1.0,2,2,2,0,0,True,unknown,1.0,1.0,1.0,0,MergeQuality.PERFECT,1.0,[],0,0,0.000539,728,431945eef59439fd2a1ff9e7e95f4c51,95d4555d579b9741bd367bab9b78942d
scenario_31,FSTMerge,purchase.java,1.0,1.0,1.0,1.0,2,2,2,0,0,True,unknown,1.0,1.0,1.0,0,MergeQuality.PERFECT,1.0,[],0,0,0.000523,674,7e12aaae029e88b4cefb052aad1fb476,d7c3efab91bfb0f754038ed51f6d93d5
scenario_32,FSTMerge,course.java,1.0,1.0,1.0,1.0,2,2,2,0,0,True,unknown,1.0,1.0,1.0,0,MergeQuality.PERFECT,1.0,[],0,0,0.000524,855,c37010b2e132e2e4fa7f35a4e382e93c,be09a5e4b72bac937a18a49a1e253403
scenario_32,FSTMerge,studentDetails.java,1.0,1.0,1.0,1.0,2,2,2,0,0,True,unknown,1.0,1.0,1.0,0,MergeQuality.PERFECT,1.0,[],0,0,0.000598,591,120255f100fb899734bc9348b94ceb15,66fb544de8aacddafed93cdcab08611d
scenario_33,FSTMerge,profile.java,1.0,1.0,1.0,1.0,2,2,2,0,0,True,unknown,1.0,1.0,1.0,0,MergeQuality.PERFECT,1.0,[],0,0,0.000509,562,f2ba9850de11cb613c37f0e8eca9e895,eac8ec886e51ac13a2f9e1c16f943744
scenario_33,FSTMerge,user.java,1.0,1.0,1.0,1.0,2,2,2,0,0,True,unknown,1.0,1.0,1.0,0,MergeQuality.PERFECT,1.0,[],0,0,0.000535,803,d9b9e6032b64fc151d36d8454e102532,18811a7aba6db92839bcfa673eab69c4
scenario_34,FSTMerge,priceCalculator.java,0.0,0.0,0.0,0.0,1,2,0,1,2,True,unknown,1.0,0.9333333333333333,0.875,1,MergeQuality.FAILED,0.7266435185185185,"['missing_content', 'extra_content']",1,2,0.000457,402,3553ac5c1b91cb3d191aef2ba5f0dddd,489f8631fb66c8301f3f6ae71c2c1347
scenario_35,FSTMerge,user.java,0.0,0.0,0.0,0.0,1,2,0,1,2,True,unknown,1.0,0.9333333333333333,0.875,1,MergeQuality.FAILED,0.7266435185185185,"['missing_content', 'extra_content']",1,2,0.000377,267,a15acace7e6bec616119c811c4ac7147,77de5668badc4c35b65740419f3a3c33
scenario_36,FSTMerge,databaseConnection.java,0.0,0.0,0.0,0.0,1,2,0,1,2,True,unknown,1.0,0.9333333333333333,0.875,1,MergeQuality.FAILED,0.7266435185185185,"['missing_content', 'extra_content']",1,2,0.000542,1088,90d06d22d7513932a07ed499a880d8e4,38caff0f56e799f77b511c6a5c5cd289
scenario_36,FSTMerge,databaseConnectionFactory.java,0.0,0.0,0.0,0.0,1,2,0,1,2,True,unknown,1.0,0.9333333333333333,0.875,1,MergeQuality.FAILED,0.7266435185185185,"['missing_content', 'extra_content']",1,2,0.000448,925,63032b02bfa5746bc797d27e3477f119,f7b2cf50c279a561647948af2e6ce1d5
scenario_37,FSTMerge,teamManager.java,0.0,0.0,0.0,0.0,2,2,0,2,2,True,unknown,1.0,0.6363636363636364,0.4285714285714286,8,MergeQuality.FAILED,0.8946983752178558,"['missing_content', 'extra_content']",2,2,0.000437,578,344d95ebaf62555b35d4cb9152ce1ac7,652bf14d6636178a6d85aceaa7b5c4ff
scenario_38,FSTMerge,userValidator.java,0.0,0.0,0.0,0.0,1,2,0,1,2,True,unknown,1.0,0.9333333333333333,0.875,1,MergeQuality.FAILED,0.7266435185185185,"['missing_content', 'extra_content']",1,2,0.001234,4177,f142a5ce7611204ef90944f657c8d455,7be701ec7e65e12e02d862ca9b5da3f1
scenario_39,FSTMerge,subscriptionManager.java,0.0,0.0,0.0,0.0,1,2,0,1,2,True,unknown,1.0,0.9333333333333333,0.875,1,MergeQuality.FAILED,0.7266435185185185,"['missing_content', 'extra_content']",1,2,0.000691,1524,41a96a3248bdcecd52bba571613c0ea6,49655a66e5642e6e73062a5ab9f006df
scenario_39,FSTMerge,loyaltyManager.java,0.0,0.0,0.0,0.0,1,2,0,1,2,True,unknown,1.0,0.9333333333333333,0.875,1,MergeQuality.FAILED,0.7266435185185185,"['missing_content', 'extra_content']",1,2,0.000523,735,a7bee6b3602e0284a1bb1af6f94487d2,d7ab101e9d147b742a63e80ba037d9f8
scenario_39,FSTMerge,order.java,0.0,0.0,0.0,0.0,1,2,0,1,2,True,unknown,1.0,0.9333333333333333,0.875,1,MergeQuality.FAILED,0.7266435185185185,"['missing_content', 'extra_content']",1,2,0.000922,3266,2ce7c0d8a220cdf1d05a60477a4e240f,b45be5860ff78279321b8ce422f09d4f
scenario_39,FSTMerge,orderProcessor.java,0.0,0.0,0.0,0.0,1,2,0,1,2,True,unknown,1.0,0.9333333333333333,0.875,1,MergeQuality.FAILED,0.7266435185185185,"['missing_content', 'extra_content']",1,2,0.00077,2644,fa8c528160d856d096dcc98552341d25,8dba8ea9e0f0d69ad7f6f920441c49cf
scenario_39,FSTMerge,billingManager.java,0.0,0.0,0.0,0.0,1,2,0,1,2,True,unknown,1.0,0.9333333333333333,0.875,1,MergeQuality.FAILED,0.7266435185185185,"['missing_content', 'extra_content']",1,2,0.000667,2044,703b1b83f5dc110de2b0e7b77702e418,1d38194acd775a504f29131f46c4f793
scenario_39,FSTMerge,customer.java,0.0,0.0,0.0,0.0,1,2,0,1,2,True,unknown,1.0,0.26666666666666666,0.125,7,MergeQuality.FAILED,0.982199074074074,"['missing_content', 'extra_content']",1,2,0.001038,3334,3405afc37922f3201b869387c99d115a,689295df680ed56517d83038f08cbe85
scenario_4,FSTMerge,person.java,0.0,0.0,0.0,0.0,1,2,0,1,2,True,unknown,1.0,0.9333333333333333,0.875,1,MergeQuality.FAILED,0.7266435185185185,"['missing_content', 'extra_content']",1,2,0.000833,1605,89b8be755863539d99f7fb906afe5fb6,6d47faf8ee2e1a14e16e5a7bc19c3fef
scenario_5,FSTMerge,person.java,0.0,0.0,0.0,0.0,1,0,0,1,0,False,unknown,0.7,0.0,0.0,7,MergeQuality.FAILED,1.0,"['syntax_errors', 'missing_content']",2,0,0.000265,0,89b8be755863539d99f7fb906afe5fb6,d41d8cd98f00b204e9800998ecf8427e
scenario_6,FSTMerge,person.java,0.0,0.0,0.0,0.0,1,2,0,1,2,True,unknown,1.0,0.9333333333333333,0.875,1,MergeQuality.FAILED,0.7266435185185185,"['missing_content', 'extra_content']",1,2,0.034524,1149,89b8be755863539d99f7fb906afe5fb6,8b1405385ecc264777b159e684dd0474
scenario_7,FSTMerge,person.java,0.0,0.0,0.0,0.0,1,2,0,1,2,True,unknown,1.0,0.9333333333333333,0.875,1,MergeQuality.FAILED,0.7266435185185185,"['missing_content', 'extra_content']",1,2,0.001381,1301,18e2449632f779738bd45dfbf4e6d9ee,ce237375d1a78ee4fa71c04c2aaf86a1
scenario_8,FSTMerge,person.java,0.0,0.0,0.0,0.0,1,2,0,1,2,True,unknown,1.0,0.9333333333333333,0.875,1,MergeQuality.FAILED,0.7266435185185185,"['missing_content', 'extra_content']",1,2,0.001269,1308,89b8be755863539d99f7fb906afe5fb6,4a108c77461f667280b5f1127be4c8c5
scenario_9,FSTMerge,person.java,0.0,0.0,0.0,0.0,1,2,0,1,2,True,unknown,1.0,0.9333333333333333,0.875,1,MergeQuality.FAILED,0.7266435185185185,"['missing_content', 'extra_content']",1,2,0.073525,1233,a778a9862689d4b8d6f352f5aa349b02,8856248b283dda45f506490b10ba9c98
