scenario_id,tool_name,file_name,precision,recall,f1_score,accuracy,total_lines_expected,total_lines_actual,lines_correctly_merged,lines_missing,lines_extra,syntactic_correctness,compilation_status,structural_integrity,lexical_similarity,semantic_similarity,edit_distance,quality_class,confidence_score,error_types,critical_errors,minor_errors,processing_time,file_size_bytes,checksum_expected,checksum_actual
scenario_1,FSTMerge,client.java,0.0,0.0,0.0,0.0,1,2,0,1,2,True,unknown,1.0,0.9333333333333333,0.875,1,MergeQuality.FAILED,0.7266435185185185,"['missing_content', 'extra_content']",1,2,0.00103,1013,4f740e47b863b115ab8ac975e4f2a6f3,d43fc6f0a64a052fac43bd57faf8fc7c
scenario_10,FSTMerge,person.java,0.0,0.0,0.0,0.0,1,2,0,1,2,True,unknown,1.0,0.9333333333333333,0.875,1,MergeQuality.FAILED,0.7266435185185185,"['missing_content', 'extra_content']",1,2,0.000443,1110,89b8be755863539d99f7fb906afe5fb6,8ecbb0233f03db7a62effbba54883bf4
scenario_11,FSTMerge,personController.java,0.3333333333333333,0.5,0.4,0.3333333333333333,2,3,1,1,2,True,unknown,1.0,0.9655172413793104,0.9333333333333333,1,MergeQuality.FAILED,0.8991183335535298,"['missing_content', 'extra_content']",1,2,0.000555,1558,d2b811f1a07791607721acb62b5b0eb0,87708b30c9af90d75da5a1358ff9b148
scenario_12,FSTMerge,personController.java,0.3333333333333333,0.5,0.4,0.3333333333333333,2,3,1,1,2,True,unknown,1.0,0.9655172413793104,0.9333333333333333,1,MergeQuality.FAILED,0.8991183335535298,"['missing_content', 'extra_content']",1,2,0.000699,2591,fcba1c91bfe1a7bbd758656e3e6dbb96,f75e5ad4a338c1e78f3fc358ed78e109
scenario_13,FSTMerge,contactInfo.java,1.0,1.0,1.0,1.0,2,2,2,0,0,True,unknown,1.0,1.0,1.0,0,MergeQuality.PERFECT,1.0,[],0,0,0.000283,497,4d3b786b25f0d66305f0c999064ca7c9,0c299618c96a7cc0c2da251662f54881
scenario_13,FSTMerge,individual.java,1.0,1.0,1.0,1.0,2,2,2,0,0,True,unknown,1.0,1.0,1.0,0,MergeQuality.PERFECT,1.0,[],0,0,0.000295,438,c9a7b123889bcb9b38149a8d181a2884,0bcba1ea66af4eb1a1659153ab3ebe52
scenario_14,FSTMerge,personalInfo.java,1.0,1.0,1.0,1.0,2,2,2,0,0,True,unknown,1.0,1.0,1.0,0,MergeQuality.PERFECT,1.0,[],0,0,0.000273,456,4913d4bfadee7f18b42d4deb705dbc73,89754df8333f548dc02c9518c4800ab6
scenario_14,FSTMerge,contactDetails.java,1.0,1.0,1.0,1.0,2,2,2,0,0,True,unknown,1.0,1.0,1.0,0,MergeQuality.PERFECT,1.0,[],0,0,0.00029,507,e78e868eb44a69981cce3ff7bb923664,0efe8147af0bc9493ce0658bc1ff000d
scenario_15,FSTMerge,contactInfo.java,1.0,1.0,1.0,1.0,2,2,2,0,0,True,unknown,1.0,1.0,1.0,0,MergeQuality.PERFECT,1.0,[],0,0,0.000276,497,b4c20821353df1c27e4b52d3230f2cad,a78ee70c55b52fff45d44147c37da098
scenario_15,FSTMerge,individual.java,1.0,1.0,1.0,1.0,2,2,2,0,0,True,unknown,1.0,1.0,1.0,0,MergeQuality.PERFECT,1.0,[],0,0,0.000268,439,16d14c928d659fac74145135d27af953,6b0779384338ba407197e89cd2a30ff4
scenario_16,FSTMerge,person.java,0.0,0.0,0.0,0.0,1,2,0,1,2,True,unknown,1.0,0.9333333333333333,0.875,1,MergeQuality.FAILED,0.7266435185185185,"['missing_content', 'extra_content']",1,2,0.000361,925,aa93fa84cef4852b4e8ff8b833770aa6,791dde0d60a041a44ded97bd35407a02
scenario_16,FSTMerge,contactData.java,1.0,1.0,1.0,0.6666666666666666,2,3,2,0,0,True,unknown,1.0,0.8421052631578947,0.7272727272727273,3,MergeQuality.PERFECT,0.9812504292484147,[],0,0,0.000344,634,59ee16ce8f1f6250c49872deb4a457b8,f41d4a2f20a0b89f24298c4a231a4aea
scenario_17,FSTMerge,contactMethods.java,1.0,1.0,1.0,1.0,2,2,2,0,0,True,unknown,1.0,1.0,1.0,0,MergeQuality.PERFECT,1.0,[],0,0,0.000279,499,3153525e491c08c4b437b70271ee717b,6bce8b7acb13ced66f4e91b4f8b6cd43
scenario_18,FSTMerge,personBasicInfo.java,1.0,1.0,1.0,1.0,2,2,2,0,0,True,unknown,1.0,1.0,1.0,0,MergeQuality.PERFECT,1.0,[],0,0,0.000295,449,7d8b6ce708926dd5b46f531b233f4654,2cf15a70ffa0a15caa0f8f9210944c68
scenario_18,FSTMerge,personContactInfo.java,1.0,1.0,1.0,1.0,2,2,2,0,0,True,unknown,1.0,1.0,1.0,0,MergeQuality.PERFECT,1.0,[],0,0,0.000276,509,62da2a2fb1d5369fe289d2ccfcb77d63,8f94d5b3629bee8ab0bdac2fa63301f2
scenario_19,FSTMerge,coreInfo.java,1.0,1.0,1.0,1.0,2,2,2,0,0,True,unknown,1.0,1.0,1.0,0,MergeQuality.PERFECT,1.0,[],0,0,0.000257,232,5c1859b527c2ff8b192bc560568baba4,d1c18af114437df9da97802d8aae4d2d
scenario_19,FSTMerge,extendedInfo.java,1.0,1.0,1.0,1.0,2,2,2,0,0,True,unknown,1.0,1.0,1.0,0,MergeQuality.PERFECT,1.0,[],0,0,0.000275,495,cad29d9a382870364c02c8018440d817,6cc00eed7938b9e255c96648f1c0c58f
scenario_2,FSTMerge,person.java,0.0,0.0,0.0,0.0,1,2,0,1,2,True,unknown,1.0,0.9333333333333333,0.875,1,MergeQuality.FAILED,0.7266435185185185,"['missing_content', 'extra_content']",1,2,0.000429,1338,3f61b9e08e11c1c413150dab66a2d819,c5ffd72f3c310170895198e385d45180
scenario_20,FSTMerge,personContact.java,1.0,1.0,1.0,1.0,2,2,2,0,0,True,unknown,1.0,1.0,1.0,0,MergeQuality.PERFECT,1.0,[],0,0,0.000354,780,75c14216859e63769378c0998921f96e,b29f231dc8370b01250f650c79491ccd
scenario_20,FSTMerge,personId.java,1.0,1.0,1.0,1.0,2,2,2,0,0,True,unknown,1.0,1.0,1.0,0,MergeQuality.PERFECT,1.0,[],0,0,0.000264,438,13fcbed7b79cc41a910d438399781626,fb5a353d1448db9ac1c2df1eacbc6002
scenario_21,FSTMerge,identity.java,1.0,1.0,1.0,1.0,2,2,2,0,0,True,unknown,1.0,1.0,1.0,0,MergeQuality.PERFECT,1.0,[],0,0,0.000308,509,5022d3e8778b7443ff3cb1dd11acb971,c867b220668561159ab985f0e6052793
scenario_21,FSTMerge,contact.java,1.0,1.0,1.0,1.0,2,2,2,0,0,True,unknown,1.0,1.0,1.0,0,MergeQuality.PERFECT,1.0,[],0,0,0.000268,489,13de8f3a4f6076c18c1c66fa6f82c5bd,1497066ef1a84b6c9b2b902955815295
scenario_22,FSTMerge,extendedPerson.java,1.0,1.0,1.0,1.0,2,2,2,0,0,True,unknown,1.0,1.0,1.0,0,MergeQuality.PERFECT,1.0,[],0,0,0.000255,337,48e49cba3e7c15f38f3c50c85c3d59b8,95c5eef5a65a2cc971db61e40b40a1de
scenario_22,FSTMerge,basicPerson.java,1.0,1.0,1.0,1.0,2,2,2,0,0,True,unknown,1.0,1.0,1.0,0,MergeQuality.PERFECT,1.0,[],0,0,0.000265,441,193a3391ae0a315d135a68c9d6aafafd,425bae683b43814ccca12524f0ce647c
scenario_23,FSTMerge,personEmail.java,1.0,1.0,1.0,1.0,2,2,2,0,0,True,unknown,1.0,1.0,1.0,0,MergeQuality.PERFECT,1.0,[],0,0,0.000247,372,48fef777a9cc467c9fb39c6d71917f4d,b3f879187a4180839a6386469ab9e056
scenario_23,FSTMerge,personPhone.java,1.0,1.0,1.0,1.0,2,2,2,0,0,True,unknown,1.0,1.0,1.0,0,MergeQuality.PERFECT,1.0,[],0,0,0.00024,372,14ba98f2de078964fba237b22e93c673,aaa9e4e0df95091ce0ab2145ec4a34a6
scenario_23,FSTMerge,personIdentity.java,1.0,1.0,1.0,1.0,2,2,2,0,0,True,unknown,1.0,1.0,1.0,0,MergeQuality.PERFECT,1.0,[],0,0,0.000283,552,156e25962e52890a3b685833fa2faaa1,1c3f5ffba6603112b6d1d2244c8d8098
scenario_24,FSTMerge,location.java,1.0,1.0,1.0,1.0,2,2,2,0,0,True,unknown,1.0,1.0,1.0,0,MergeQuality.PERFECT,1.0,[],0,0,0.000227,284,2eb4966deb798c00584f6e4c3be98c14,4146087feb2a5330397290750e49b3f7
scenario_24,FSTMerge,client.java,1.0,1.0,1.0,1.0,2,2,2,0,0,True,unknown,1.0,1.0,1.0,0,MergeQuality.PERFECT,1.0,[],0,0,0.000265,434,b6c679ea086730b209a308689a53b2ba,e414a98472e07bf581819f0e46433f4d
scenario_25,FSTMerge,contact.java,1.0,1.0,1.0,1.0,2,2,2,0,0,True,unknown,1.0,1.0,1.0,0,MergeQuality.PERFECT,1.0,[],0,0,0.000327,717,e3547e2397f0e1f1bc711100d8499c35,9de87dc20c056b2efd3dbd871f7f623f
scenario_25,FSTMerge,user.java,1.0,1.0,1.0,1.0,2,2,2,0,0,True,unknown,1.0,1.0,1.0,0,MergeQuality.PERFECT,1.0,[],0,0,0.000331,673,c1d7c343b25485fde00ebfb432299e95,afd60fe6ca7a76aec6760e4f46a9bf7c
scenario_26,FSTMerge,order.java,1.0,1.0,1.0,1.0,2,2,2,0,0,True,unknown,1.0,1.0,1.0,0,MergeQuality.PERFECT,1.0,[],0,0,0.000292,639,0250cc03c7c6f96836ee6db8ce5d452a,a539fbc1a364846c99c365466b382964
scenario_26,FSTMerge,custumer.java,1.0,1.0,1.0,1.0,2,2,2,0,0,True,unknown,1.0,1.0,1.0,0,MergeQuality.PERFECT,1.0,[],0,0,0.000373,673,4b3bca9f24fd118e9edbf040ea1ac8a1,3503ef45230b71a8c945fb40e1a425e5
scenario_27,FSTMerge,division.java,1.0,1.0,1.0,1.0,2,2,2,0,0,True,unknown,1.0,1.0,1.0,0,MergeQuality.PERFECT,1.0,[],0,0,0.000274,482,09a85778163a5683428418db975652b1,4f1a9b9e07dbed0eaa247b977513a323
scenario_27,FSTMerge,worker.java,1.0,1.0,1.0,1.0,2,2,2,0,0,True,unknown,1.0,1.0,1.0,0,MergeQuality.PERFECT,1.0,[],0,0,0.00037,699,30099eb0acdedeb0c29c25ca195208bc,8d1b5f38d4e6a0e1cbc2ed44b5e092a7
scenario_28,FSTMerge,address.java,1.0,1.0,1.0,1.0,2,2,2,0,0,True,unknown,1.0,1.0,1.0,0,MergeQuality.PERFECT,1.0,[],0,0,0.000349,561,f536c48510c93dd8e0b8c0827afd1e44,2ef122f7a1665ef6d7128670b60325dc
scenario_29,FSTMerge,position.java,1.0,1.0,1.0,1.0,2,2,2,0,0,True,unknown,1.0,1.0,1.0,0,MergeQuality.PERFECT,1.0,[],0,0,0.000359,475,b37f71ac868052a94f49c014b7663694,5e0971fc13d454ff35feb5edd0ddc365
scenario_29,FSTMerge,organization.java,1.0,1.0,1.0,1.0,2,2,2,0,0,True,unknown,1.0,1.0,1.0,0,MergeQuality.PERFECT,1.0,[],0,0,0.000296,555,5dd2ba2d1ff7eb437da638aec38433b6,fd8c52b1f366b6b03776a52d882a9a76
scenario_29,FSTMerge,employee.java,1.0,1.0,1.0,1.0,2,2,2,0,0,True,unknown,1.0,1.0,1.0,0,MergeQuality.PERFECT,1.0,[],0,0,0.000278,503,3314c32c0306f6bae583ca7d835983ba,29843981b5cb1b25d38242e8cca3c297
scenario_3,FSTMerge,person.java,0.0,0.0,0.0,0.0,1,2,0,1,2,True,unknown,1.0,0.9333333333333333,0.875,1,MergeQuality.FAILED,0.7266435185185185,"['missing_content', 'extra_content']",1,2,0.000558,1564,2d9d1c23ab7076062b1112782d99c7f1,8daed5b033ae18dd2cca2c4e54d063c5
scenario_30,FSTMerge,contact.java,1.0,1.0,1.0,1.0,2,2,2,0,0,True,unknown,1.0,1.0,1.0,0,MergeQuality.PERFECT,1.0,[],0,0,0.000382,585,4ea59edf63dfb4720ea6c539714b5686,a579ccfe5742edb17c4df50bfdb9d865
scenario_30,FSTMerge,person.java,1.0,1.0,1.0,1.0,2,2,2,0,0,True,unknown,1.0,1.0,1.0,0,MergeQuality.PERFECT,1.0,[],0,0,0.000356,467,3f46849a94a820e9612abf8a2f14f3e5,e3089339f2c9d8abe86f07faa275b936
scenario_31,FSTMerge,item.java,1.0,1.0,1.0,1.0,2,2,2,0,0,True,unknown,1.0,1.0,1.0,0,MergeQuality.PERFECT,1.0,[],0,0,0.000388,640,50ec7db6c2a832b5a9b83754cae7e0ea,6ca9258d7b0c46aee8d0ee787a6e070d
scenario_31,FSTMerge,client.java,1.0,1.0,1.0,1.0,2,2,2,0,0,True,unknown,1.0,1.0,1.0,0,MergeQuality.PERFECT,1.0,[],0,0,0.000426,728,431945eef59439fd2a1ff9e7e95f4c51,95d4555d579b9741bd367bab9b78942d
scenario_31,FSTMerge,purchase.java,1.0,1.0,1.0,1.0,2,2,2,0,0,True,unknown,1.0,1.0,1.0,0,MergeQuality.PERFECT,1.0,[],0,0,0.000418,674,7e12aaae029e88b4cefb052aad1fb476,d7c3efab91bfb0f754038ed51f6d93d5
scenario_32,FSTMerge,course.java,1.0,1.0,1.0,1.0,2,2,2,0,0,True,unknown,1.0,1.0,1.0,0,MergeQuality.PERFECT,1.0,[],0,0,0.000366,855,c37010b2e132e2e4fa7f35a4e382e93c,be09a5e4b72bac937a18a49a1e253403
