scenario_id,tool_name,file_name,precision,recall,f1_score,accuracy,total_lines_expected,total_lines_actual,lines_correctly_merged,lines_missing,lines_extra,syntactic_correctness,compilation_status,structural_integrity,lexical_similarity,semantic_similarity,edit_distance,quality_class,confidence_score,error_types,critical_errors,minor_errors,processing_time,file_size_bytes,checksum_expected,checksum_actual
scenario_32,FSTMerge,studentDetails.java,1.0,1.0,1.0,1.0,2,2,2,0,0,True,unknown,1.0,1.0,1.0,0,MergeQuality.PERFECT,1.0,[],0,0,0.000286,591,120255f100fb899734bc9348b94ceb15,66fb544de8aacddafed93cdcab08611d
scenario_33,FSTMerge,profile.java,1.0,1.0,1.0,1.0,2,2,2,0,0,True,unknown,1.0,1.0,1.0,0,MergeQuality.PERFECT,1.0,[],0,0,0.00028,562,f2ba9850de11cb613c37f0e8eca9e895,eac8ec886e51ac13a2f9e1c16f943744
scenario_33,FSTMerge,user.java,1.0,1.0,1.0,1.0,2,2,2,0,0,True,unknown,1.0,1.0,1.0,0,MergeQuality.PERFECT,1.0,[],0,0,0.000317,803,d9b9e6032b64fc151d36d8454e102532,18811a7aba6db92839bcfa673eab69c4
scenario_34,FSTMerge,profile.java,0.0,0.0,0.0,0.0,1,2,0,1,2,True,unknown,1.0,0.9333333333333333,0.875,1,MergeQuality.FAILED,0.7266435185185185,"['missing_content', 'extra_content']",1,2,0.00043,425,ba6bdadd9b0d847472927ec3dcb72308,bbb2038f6f55e5eeb2b3420282fec9d7
scenario_34,FSTMerge,addressbook.java,0.0,0.0,0.0,0.0,1,2,0,1,2,True,unknown,1.0,0.9333333333333333,0.875,1,MergeQuality.FAILED,0.7266435185185185,"['missing_content', 'extra_content']",1,2,0.000304,305,977bfd552d5f70310b8bd63318bc0919,f01b59ef59f66313346dd1aab94feee0
scenario_35,FSTMerge,person.java,0.0,0.0,0.0,0.0,3,4,0,1,3,True,unknown,1.0,0.8936170212765957,0.7916666666666666,5,MergeQuality.FAILED,0.7607197722280905,"['missing_content', 'extra_content']",1,3,0.000651,261,c5b59bcfef18b7f066cfb5a1c61ad50a,960ae0ee7a222ae0cb4e2b8e21d26a85
scenario_36,FSTMerge,priceCalculator.java,0.0,0.0,0.0,0.0,1,2,0,1,2,True,unknown,1.0,0.9333333333333333,0.875,1,MergeQuality.FAILED,0.7266435185185185,"['missing_content', 'extra_content']",1,2,0.000262,402,3553ac5c1b91cb3d191aef2ba5f0dddd,489f8631fb66c8301f3f6ae71c2c1347
scenario_37,FSTMerge,user.java,0.0,0.0,0.0,0.0,1,2,0,1,2,True,unknown,1.0,0.9333333333333333,0.875,1,MergeQuality.FAILED,0.7266435185185185,"['missing_content', 'extra_content']",1,2,0.000292,267,a15acace7e6bec616119c811c4ac7147,77de5668badc4c35b65740419f3a3c33
scenario_38,FSTMerge,databaseConnection.java,0.0,0.0,0.0,0.0,1,2,0,1,2,True,unknown,1.0,0.9333333333333333,0.875,1,MergeQuality.FAILED,0.7266435185185185,"['missing_content', 'extra_content']",1,2,0.000255,458,fc61306d4e8ce5c8e2f30ea1c8d5fd98,21f736c891b5b00ec4b841e12a2b8b4c
scenario_38,FSTMerge,databaseConnectionFactory.java,0.0,0.0,0.0,0.0,1,2,0,1,2,True,unknown,1.0,0.9333333333333333,0.875,1,MergeQuality.FAILED,0.7266435185185185,"['missing_content', 'extra_content']",1,2,0.000266,458,82bf88da38a2dbe2e311e261286c6575,461f6cbb7febf4043f6902c77e65f589
scenario_39,FSTMerge,teamManager.java,0.0,0.0,0.0,0.0,1,2,0,1,2,True,unknown,1.0,0.9333333333333333,0.875,1,MergeQuality.FAILED,0.7266435185185185,"['missing_content', 'extra_content']",1,2,0.000254,578,28e3675c198016bcc6b6513089ed535c,652bf14d6636178a6d85aceaa7b5c4ff
scenario_4,FSTMerge,person.java,0.0,0.0,0.0,0.0,1,2,0,1,2,True,unknown,1.0,0.9333333333333333,0.875,1,MergeQuality.FAILED,0.7266435185185185,"['missing_content', 'extra_content']",1,2,0.000469,1605,89b8be755863539d99f7fb906afe5fb6,6d47faf8ee2e1a14e16e5a7bc19c3fef
scenario_40,FSTMerge,product.java,0.0,0.0,0.0,0.0,3,6,0,1,2,True,unknown,1.0,0.9387755102040817,0.8846153846153846,3,MergeQuality.FAILED,0.7222038072565097,"['missing_content', 'extra_content']",1,2,0.000409,510,87b96ce81b9ffd6adc20512b80cccb0c,9599d8e5675f37b10d8ca75bb7bd7904
scenario_41,FSTMerge,customer.java,0.5,0.6666666666666666,0.5714285714285715,0.5,3,4,2,1,2,True,unknown,1.0,0.9939393939393939,0.9879518072289156,1,MergeQuality.POOR,0.9413261912841706,"['missing_content', 'extra_content']",1,2,0.002063,402,976f4f9260df79958a5cb1773c06a989,9d0ffb0a1d5a5731c85c8bc92c4b5607
scenario_5,FSTMerge,person.java,0.0,0.0,0.0,0.0,1,0,0,1,0,False,unknown,0.7,0.0,0.0,7,MergeQuality.FAILED,1.0,"['syntax_errors', 'missing_content']",2,0,0.000133,0,89b8be755863539d99f7fb906afe5fb6,d41d8cd98f00b204e9800998ecf8427e
scenario_6,FSTMerge,person.java,0.0,0.0,0.0,0.0,1,2,0,1,2,True,unknown,1.0,0.9333333333333333,0.875,1,MergeQuality.FAILED,0.7266435185185185,"['missing_content', 'extra_content']",1,2,0.000301,1149,89b8be755863539d99f7fb906afe5fb6,8b1405385ecc264777b159e684dd0474
scenario_7,FSTMerge,person.java,0.0,0.0,0.0,0.0,1,2,0,1,2,True,unknown,1.0,0.9333333333333333,0.875,1,MergeQuality.FAILED,0.7266435185185185,"['missing_content', 'extra_content']",1,2,0.000282,1301,18e2449632f779738bd45dfbf4e6d9ee,ce237375d1a78ee4fa71c04c2aaf86a1
scenario_8,FSTMerge,person.java,0.0,0.0,0.0,0.0,1,2,0,1,2,True,unknown,1.0,0.9333333333333333,0.875,1,MergeQuality.FAILED,0.7266435185185185,"['missing_content', 'extra_content']",1,2,0.000296,1308,89b8be755863539d99f7fb906afe5fb6,4a108c77461f667280b5f1127be4c8c5
scenario_9,FSTMerge,person.java,0.0,0.0,0.0,0.0,1,2,0,1,2,True,unknown,1.0,0.9333333333333333,0.875,1,MergeQuality.FAILED,0.7266435185185185,"['missing_content', 'extra_content']",1,2,0.000278,1233,a778a9862689d4b8d6f352f5aa349b02,8856248b283dda45f506490b10ba9c98
