refactoring_type;node_type;confidence;before_location;before_node;after_location;after_node
Change Field Signature;field;1.0;2-2;.Person.id;2-2;.CoreInfo.id
Change Field Signature;field;1.0;4-4;.Person.email;2-2;.ExtendedInfo.email
Change Field Signature;field;1.0;5-5;.Person.phone;3-3;.ExtendedInfo.phone
